task_name,priority,category,deadline_gap,estimated_time,actual_time,status,completion_rate,created_at
Read documentation,Low,Study,24,1.41,2.19,Completed,1.55,2026-02-20 16:40:28
Prepare presentation slides,Low,Study,10,2.33,2.12,Completed,0.91,2025-11-11 12:46:48
Practice coding problems,Low,Study,10,1.1,0.66,Completed,0.6,2026-04-01 20:27:25
Create sprint backlog,Low,Work,27,2.22,2.62,Completed,1.18,2026-02-23 15:08:40
Write API documentation,Low,Work,27,0.5,0.71,Completed,1.42,2026-03-03 04:27:53
Review lecture notes,Medium,Study,6,6.01,9.11,Completed,1.52,2026-02-09 21:29:45
Review quarterly report,Low,Work,30,1.62,3.37,Completed,2.0,2025-12-21 20:22:35
Evening run,High,Health,6,9.17,11.86,Completed,1.29,2025-12-02 16:37:59
Organize workspace,High,Personal,4,38.65,52.88,Completed,1.37,2025-10-19 16:50:54
Yoga practice,High,Health,4,0.5,0.53,Completed,1.06,2026-01-09 03:33:42
Organize workspace,High,Personal,7,3.69,4.34,Completed,1.18,2026-02-03 04:29:19
Meditation session,High,Health,3,0.5,0.64,Completed,1.28,2026-01-07 02:30:35
Prepare healthy lunch,Medium,Health,10,1.7,1.86,Completed,1.09,2026-01-24 13:43:16
Review insurance documents,Medium,Personal,12,0.5,0.65,Completed,1.3,2026-02-27 16:11:32
File expense reports,Medium,Personal,10,0.94,1.16,Completed,1.23,2025-11-29 03:55:47
Process invoices,Medium,Work,12,0.5,0.55,Completed,1.1,2026-03-10 23:25:33
Review lecture notes,Medium,Study,8,2.21,3.69,Completed,1.67,2025-12-18 23:43:32
Read documentation,Medium,Study,3,1.18,1.84,Completed,1.56,2026-02-05 13:48:09
Update personal budget,High,Personal,3,2.73,3.1,Completed,1.14,2025-12-25 15:15:40
Morning workout,High,Health,5,0.5,0.48,Completed,0.96,2026-04-05 08:29:53
Conduct code review,Medium,Work,6,2.48,2.65,Completed,1.07,2026-03-11 18:57:41
Write API documentation,Medium,Work,14,57.31,66.18,Completed,1.15,2025-11-01 02:59:53
Create sprint backlog,Low,Work,9,2.05,3.31,Completed,1.61,2026-03-07 05:30:08
Prepare client proposal,Low,Work,17,1.11,1.75,Completed,1.58,2026-01-13 04:25:11
Conduct code review,Low,Work,9,2.53,1.81,Completed,0.72,2026-03-26 19:30:36
Review pull request,High,Work,4,1.67,1.17,Completed,0.7,2025-11-02 01:05:05
Meal prep,High,Health,7,0.5,0.58,Completed,1.16,2025-11-07 02:00:03
Write test cases,High,Work,4,1.22,1.02,Completed,0.84,2025-12-15 08:33:36
Set up CI pipeline,Low,Work,28,0.5,0.25,Completed,0.5,2026-03-09 23:17:18
Deploy to staging,Low,Work,25,0.5,0.75,Completed,1.5,2026-01-03 16:02:50
Learn new framework,Medium,Study,3,3.43,4.26,Completed,1.24,2025-11-09 00:59:47
Track daily nutrients,High,Health,6,1.8,1.99,Completed,1.11,2026-04-11 19:30:47
Process invoices,High,Work,7,3.32,3.55,Completed,1.07,2026-01-04 07:06:29
Attend stakeholder meeting,Low,Work,30,11.22,5.61,Completed,0.5,2025-10-25 20:31:32
Gym session,High,Health,1,7.29,6.61,Completed,0.91,2025-10-27 07:19:42
Organize workspace,High,Personal,5,0.5,0.5,Completed,1.0,2026-04-03 06:49:59
Schedule team outing,Low,Personal,10,2.97,2.94,Completed,0.99,2025-12-14 04:30:57
Learn new framework,Medium,Study,10,0.5,0.48,Completed,0.96,2026-01-16 03:13:16
Gym session,Low,Health,21,1.99,3.1,Completed,1.56,2025-11-26 17:50:16
Review lecture notes,Low,Study,16,4.16,8.9,Completed,2.0,2026-04-12 05:20:59
Morning workout,Medium,Health,4,7.71,9.96,Completed,1.29,2025-10-29 15:26:20
Review quarterly report,Low,Work,20,0.5,0.98,Completed,1.96,2026-01-10 02:00:48
Draft email campaign,Low,Work,30,1.44,1.73,Completed,1.2,2026-02-15 01:41:51
File expense reports,Medium,Personal,12,1.7,1.77,Completed,1.04,2026-03-05 01:55:26
Morning workout,High,Health,6,0.5,0.59,Completed,1.18,2026-01-02 08:32:49
Update contact list,High,Personal,3,3.63,4.3,Completed,1.18,2026-02-05 03:00:28
Read documentation,High,Study,7,1.61,1.77,Completed,1.1,2025-11-21 19:28:58
Conduct code review,High,Work,1,2.01,2.25,Completed,1.12,2025-10-23 17:45:49
Attend stakeholder meeting,Low,Work,10,1.63,2.13,Completed,1.31,2025-11-25 01:52:47
Read documentation,Low,Study,19,4.05,5.93,Completed,1.46,2025-12-10 22:21:06
Review lecture notes,Low,Study,19,1.19,1.82,Completed,1.53,2025-11-29 17:30:57
Review quarterly report,High,Work,1,2.02,2.51,Completed,1.24,2025-12-16 14:15:49
Study research paper,Low,Study,12,0.5,0.57,Completed,1.14,2026-01-28 01:47:13
Prepare healthy lunch,Medium,Health,3,0.5,0.7,Completed,1.4,2025-12-30 08:02:39
Plan commute route,Medium,Personal,11,2.47,2.18,Completed,0.88,2026-03-08 13:14:05
Read documentation,High,Study,1,1.79,2.34,Completed,1.31,2026-02-09 19:33:56
Draft email campaign,High,Work,4,0.85,0.98,Completed,1.15,2026-01-04 23:27:05
Deploy to staging,High,Work,3,2.3,2.07,Completed,0.9,2025-10-30 14:08:20
Review technical whitepaper,Low,Study,10,1.01,1.76,Completed,1.74,2026-03-20 14:09:56
Review pull request,Low,Work,19,0.5,0.8,Completed,1.6,2026-04-04 20:33:38
Create sprint backlog,Low,Work,25,0.82,0.87,Completed,1.06,2025-11-11 07:56:39
Meal prep,High,Health,1,0.57,0.58,Completed,1.02,2025-11-16 03:04:10
Prepare sales forecast,High,Work,2,0.5,0.53,Completed,1.06,2025-10-21 23:24:04
Create sprint backlog,High,Work,3,0.82,0.88,Completed,1.07,2025-11-13 06:49:04
Update CRM records,High,Work,2,0.98,1.11,Completed,1.13,2025-12-04 21:27:25
Complete online course module,High,Study,1,2.18,2.02,Completed,0.93,2025-11-14 10:29:54
Review quarterly report,High,Work,4,1.6,1.29,Completed,0.81,2026-04-10 15:07:03
Schedule doctor appointment,High,Health,3,1.74,1.95,Completed,1.12,2026-04-09 13:42:02
Review quarterly report,High,Work,4,3.87,4.35,Completed,1.12,2026-03-02 13:00:07
Debug production issue,High,Work,2,15.64,17.36,Completed,1.11,2026-03-02 05:09:02
Optimize database query,High,Work,2,0.5,0.47,Completed,0.94,2026-03-08 09:39:29
Attend stakeholder meeting,High,Work,5,0.59,0.58,Completed,0.98,2026-03-27 11:27:34
Write API documentation,High,Work,5,0.8,0.82,Completed,1.02,2025-12-11 02:14:17
Process invoices,High,Work,5,1.64,1.82,Completed,1.11,2026-01-06 17:43:29
Clean inbox,High,Personal,1,1.68,1.96,Completed,1.17,2025-10-23 03:51:16
Refactor authentication module,High,Work,7,0.74,0.8,Completed,1.08,2026-02-28 04:45:41
Update contact list,High,Personal,6,2.49,3.65,Completed,1.47,2025-10-25 06:51:33
Attend stakeholder meeting,High,Work,3,6.91,7.64,Completed,1.11,2026-01-06 09:52:48
Gym session,Low,Health,19,0.5,0.65,Completed,1.3,2025-12-02 06:44:54
Write API documentation,Low,Work,14,0.5,0.63,Completed,1.26,2025-12-09 21:54:05
Schedule doctor appointment,Low,Health,7,1.36,1.54,Completed,1.13,2026-01-17 23:15:20
Review quarterly report,High,Work,2,0.5,0.66,Completed,1.32,2025-12-24 03:15:13
Write test cases,High,Work,5,2.42,2.61,Completed,1.08,2025-12-12 03:43:27
Complete online course module,High,Study,7,0.5,0.56,Completed,1.12,2026-03-13 18:18:01
Prepare client proposal,Low,Work,9,1.73,2.72,Completed,1.57,2025-11-15 20:43:18
Prepare client proposal,Medium,Work,13,2.48,3.63,Completed,1.46,2026-02-10 18:42:33
Review pull request,Medium,Work,6,0.5,0.56,Completed,1.12,2026-02-18 03:47:17
Write test cases,Medium,Work,5,2.91,2.82,Completed,0.97,2025-11-04 03:45:35
Organize digital files,Low,Personal,11,3.66,7.08,Completed,1.93,2026-01-02 17:06:07
Track daily nutrients,Low,Health,18,3.62,5.54,Completed,1.53,2025-12-26 04:46:48
Learn new framework,Low,Study,16,1.16,1.62,Completed,1.4,2025-11-26 20:26:21
Create sprint backlog,High,Work,3,0.5,0.49,Completed,0.98,2026-01-05 09:00:15
File expense reports,High,Personal,4,0.78,0.87,Completed,1.12,2026-02-10 06:49:47
Yoga practice,High,Health,6,1.25,1.42,Completed,1.14,2025-10-26 23:09:18
Prepare presentation slides,High,Study,7,4.32,4.29,Completed,0.99,2026-01-23 08:06:39
Update CRM records,Low,Work,23,3.0,3.46,Completed,1.15,2026-03-04 19:12:23
Update personal budget,Medium,Personal,4,3.06,4.2,Completed,1.37,2025-11-15 07:54:07
Prepare client proposal,High,Work,3,2.16,2.59,Completed,1.2,2026-04-06 05:54:01
Review lecture notes,High,Study,4,1.4,1.24,Completed,0.89,2026-02-12 12:51:11
Write research summary,High,Study,1,0.5,0.49,Completed,0.98,2025-11-20 11:00:08
Review insurance documents,High,Personal,1,1.67,1.51,Completed,0.9,2026-03-09 15:58:26
Conduct team standup,High,Work,7,1.64,1.87,Completed,1.14,2026-03-20 11:17:24
Write API documentation,High,Work,6,0.5,0.47,Completed,0.94,2025-11-29 06:19:49
Morning workout,Medium,Health,11,2.47,3.39,Completed,1.37,2026-02-21 02:04:03
Gym session,Medium,Health,3,0.5,0.47,Completed,0.94,2025-11-24 21:56:45
Prepare healthy lunch,Medium,Health,7,0.5,0.78,Completed,1.56,2025-12-14 00:11:49
Conduct team standup,Low,Work,11,1.31,2.57,Completed,1.96,2025-12-10 11:14:32
Process invoices,Low,Work,29,0.96,1.34,Completed,1.4,2025-11-22 01:10:29
Process invoices,Medium,Work,12,2.3,3.7,Completed,1.61,2025-10-23 16:50:54
Prepare sales forecast,Medium,Work,9,1.71,2.05,Completed,1.2,2025-11-21 14:04:59
Process invoices,Medium,Work,8,1.0,0.94,Completed,0.94,2026-03-02 16:08:29
Morning workout,Low,Health,27,1.48,1.95,Completed,1.32,2026-01-19 05:00:09
Update contact list,Medium,Personal,12,4.12,4.5,Completed,1.09,2026-03-01 18:38:02
Clean inbox,High,Personal,3,3.51,3.82,Completed,1.09,2025-10-26 16:05:30
Prepare client proposal,High,Work,7,3.79,4.55,Completed,1.2,2026-02-19 13:54:46
Review insurance documents,Low,Personal,8,5.66,9.3,Completed,1.64,2025-12-04 18:29:42
Write research summary,Low,Study,26,2.39,4.0,Completed,1.67,2026-02-15 08:40:54
Study research paper,Low,Study,7,4.34,8.1,Completed,1.87,2026-02-16 00:30:21
Clean inbox,Low,Personal,21,1.84,2.11,Completed,1.15,2025-12-03 07:16:31
Plan weekly schedule,High,Personal,3,5.68,4.61,Completed,0.81,2026-03-17 17:09:32
Prepare sales forecast,High,Work,7,2.05,1.93,Completed,0.94,2025-11-25 15:47:28
Prepare presentation slides,High,Study,5,2.49,3.48,Completed,1.4,2026-03-01 05:42:44
Learn new framework,High,Study,5,0.5,0.55,Completed,1.1,2026-02-27 20:46:19
Refactor authentication module,Medium,Work,14,0.5,0.38,Completed,0.76,2026-02-14 23:21:45
Refactor authentication module,High,Work,6,1.05,1.26,Completed,1.2,2025-12-01 17:31:46
Organize workspace,High,Personal,5,2.34,2.63,Completed,1.12,2025-10-25 23:26:42
Organize digital files,Medium,Personal,3,51.91,63.89,Completed,1.23,2025-12-02 06:52:28
Update contact list,Low,Personal,23,7.65,6.12,Completed,0.8,2026-03-16 21:02:55
Update contact list,Low,Personal,9,0.5,0.83,Completed,1.66,2026-01-20 20:13:57
Review insurance documents,Medium,Personal,11,1.87,2.39,Completed,1.28,2025-10-24 00:48:24
Organize digital files,Medium,Personal,10,0.5,0.55,Completed,1.1,2025-12-17 12:43:09
Draft email campaign,High,Work,1,7.65,9.98,Completed,1.3,2026-02-18 12:51:10
Prepare presentation slides,Low,Study,29,4.07,6.08,Completed,1.49,2026-01-23 12:10:56
Analyze dataset,Low,Study,16,1.88,2.34,Completed,1.24,2026-01-22 03:49:50
Morning workout,Low,Health,25,0.5,0.5,Completed,1.0,2026-03-18 10:27:15
Plan commute route,Low,Personal,13,47.36,55.18,Completed,1.17,2026-03-20 08:31:35
Plan commute route,Low,Personal,21,0.5,0.66,Completed,1.32,2026-01-15 06:30:55
Meal prep,Low,Health,9,0.5,1.03,Completed,2.0,2026-02-15 16:56:17
Attend stakeholder meeting,Medium,Work,3,0.5,0.71,Completed,1.42,2026-02-07 14:16:25
Review insurance documents,Low,Personal,25,1.51,2.21,Completed,1.46,2025-11-07 11:45:48
Meditation session,Low,Health,28,2.67,3.62,Completed,1.36,2026-02-07 05:29:03
Plan commute route,Medium,Personal,6,2.14,2.39,Completed,1.12,2026-02-07 13:54:21
Prepare client proposal,Medium,Work,11,1.45,1.78,Completed,1.23,2025-11-30 16:17:15
Review technical whitepaper,Medium,Study,5,0.5,0.76,Completed,1.52,2026-02-24 07:44:35
Update project timeline,Medium,Work,7,0.5,0.57,Completed,1.14,2026-02-17 12:17:31
Write research summary,Medium,Study,7,0.5,0.62,Completed,1.24,2025-12-01 20:32:05
Optimize database query,High,Work,3,2.34,2.08,Completed,0.89,2026-03-25 23:53:17
Set up CI pipeline,Low,Work,30,4.35,5.96,Completed,1.37,2025-12-24 13:48:00
Conduct code review,Low,Work,25,1.39,1.11,Completed,0.8,2025-12-06 04:45:24
Deploy to staging,High,Work,7,4.27,5.32,Completed,1.25,2025-10-26 12:45:14
Set up CI pipeline,Low,Work,9,3.44,4.64,Completed,1.35,2026-01-24 01:36:01
Write API documentation,Medium,Work,11,4.6,3.94,Completed,0.86,2025-11-27 23:59:15
Review quarterly report,High,Work,1,0.5,0.64,Completed,1.28,2025-11-30 12:17:22
Review technical whitepaper,High,Study,5,2.51,3.15,Completed,1.25,2025-12-08 12:25:35
Write test cases,Low,Work,17,0.5,0.62,Completed,1.24,2025-11-06 07:38:02
Update CRM records,Low,Work,25,3.46,3.01,Completed,0.87,2026-03-14 06:58:58
Review quarterly report,Low,Work,13,3.31,3.62,Completed,1.09,2026-01-29 19:45:41
Refactor authentication module,High,Work,2,0.5,0.55,Completed,1.1,2025-10-21 04:26:55
Yoga practice,High,Health,1,0.5,0.41,Completed,0.82,2025-12-10 10:13:48
Attend stakeholder meeting,Medium,Work,4,1.38,1.84,Completed,1.33,2026-01-02 07:35:02
Organize workspace,Low,Personal,27,4.96,7.5,Completed,1.51,2026-03-21 18:03:36
Prepare sales forecast,High,Work,5,4.26,5.56,Completed,1.31,2026-02-15 16:19:28
Review technical whitepaper,High,Study,6,2.42,2.83,Completed,1.17,2025-12-10 19:09:04
Plan weekly schedule,High,Personal,7,3.16,2.43,Completed,0.77,2026-03-05 07:05:28
Debug production issue,Medium,Work,12,1.91,1.4,Completed,0.73,2025-12-31 13:21:57
Prepare sales forecast,High,Work,7,1.95,1.93,Completed,0.99,2025-12-01 03:11:10
Review insurance documents,High,Personal,6,5.48,5.6,Completed,1.02,2026-01-13 03:23:25
Write test cases,High,Work,4,1.11,1.15,Completed,1.04,2026-01-05 08:35:39
Yoga practice,High,Health,7,1.94,1.77,Completed,0.91,2026-02-07 22:10:51
Review quarterly report,High,Work,4,0.75,0.58,Completed,0.77,2025-11-30 03:13:58
Write test cases,High,Work,2,1.94,2.01,Completed,1.04,2026-03-11 20:40:51
Refactor authentication module,High,Work,4,4.02,3.67,Completed,0.91,2025-10-29 06:48:36
Analyze dataset,High,Study,5,3.33,4.45,Completed,1.34,2026-01-02 04:06:07
Process invoices,Medium,Work,9,4.81,6.05,Completed,1.26,2026-03-15 16:35:45
Review lecture notes,Medium,Study,8,5.22,7.93,Completed,1.52,2025-10-26 09:16:04
Clean inbox,Low,Personal,19,1.45,2.02,Completed,1.39,2025-12-12 00:45:04
Write test cases,Low,Work,10,1.23,1.22,Completed,0.99,2026-04-01 08:36:45
Write API documentation,Low,Work,13,1.71,2.67,Completed,1.56,2025-12-15 12:45:24
Update contact list,Low,Personal,10,0.5,0.73,Completed,1.46,2025-10-24 19:28:53
Prepare sales forecast,High,Work,2,2.69,2.54,Completed,0.94,2025-10-30 16:03:59
Review pull request,High,Work,3,0.5,0.58,Completed,1.16,2026-03-15 20:00:45
Update project timeline,High,Work,5,2.34,2.6,Completed,1.11,2025-10-31 01:09:33
Update project timeline,High,Work,2,1.88,2.02,Completed,1.07,2025-12-24 04:41:50
Conduct code review,Medium,Work,4,1.25,1.61,Completed,1.29,2025-11-13 15:07:31
Organize digital files,Low,Personal,7,0.5,0.59,Completed,1.18,2025-12-29 00:51:00
Evening run,Low,Health,25,1.54,2.98,Completed,1.94,2026-01-14 14:43:18
Update CRM records,High,Work,2,5.13,4.77,Completed,0.93,2026-01-28 05:29:43
Evening run,High,Health,1,1.26,1.28,Completed,1.02,2026-02-04 02:24:46
Learn new framework,Medium,Study,6,52.67,63.84,Completed,1.21,2025-11-11 18:25:12
Prepare healthy lunch,Low,Health,28,2.7,4.73,Completed,1.75,2026-02-18 15:01:15
Analyze dataset,Low,Study,28,0.85,1.04,Completed,1.22,2025-11-16 02:08:57
Debug production issue,Low,Work,17,1.61,2.69,Completed,1.67,2026-02-03 05:57:55
Review insurance documents,High,Personal,2,1.83,1.89,Completed,1.03,2026-02-10 12:38:12
Complete online course module,High,Study,4,0.5,0.47,Completed,0.94,2026-03-03 15:25:17
Prepare sales forecast,High,Work,7,1.29,1.54,Completed,1.19,2026-03-18 14:02:05
Deploy to staging,Medium,Work,3,4.58,6.81,Completed,1.49,2025-11-29 17:12:01
Write test cases,High,Work,7,3.15,2.82,Completed,0.9,2025-10-30 01:29:36
Update CRM records,High,Work,7,1.53,1.78,Completed,1.16,2026-03-13 07:19:20
Analyze user metrics,High,Work,5,0.81,0.79,Completed,0.98,2026-02-26 14:31:34
Write research summary,Medium,Study,10,3.21,3.38,Completed,1.05,2025-12-08 07:55:29
Complete online course module,Low,Study,9,0.5,0.65,Completed,1.3,2025-11-01 11:15:04
Prepare presentation slides,Low,Study,9,0.69,1.35,Completed,1.96,2026-01-10 13:11:38
Learn new framework,Medium,Study,14,3.54,3.98,Completed,1.12,2026-02-05 09:43:09
Conduct team standup,Low,Work,26,1.24,1.52,Completed,1.23,2026-03-05 18:46:39
Draft email campaign,Low,Work,16,4.86,7.47,Completed,1.54,2025-11-05 22:12:10
Update project timeline,Low,Work,16,0.5,0.61,Completed,1.22,2025-11-07 15:08:54
Study research paper,Low,Study,16,41.08,37.48,Completed,0.91,2026-04-12 01:22:11
Clean inbox,High,Personal,2,40.59,48.28,Completed,1.19,2025-12-22 20:22:22
Organize workspace,High,Personal,5,0.5,0.64,Completed,1.28,2025-10-29 13:39:40
Write research summary,High,Study,3,1.06,1.09,Completed,1.03,2025-11-26 07:49:55
Draft email campaign,Low,Work,11,0.5,0.86,Completed,1.72,2026-01-12 13:11:10
Stretching routine,Low,Health,25,1.57,1.79,Completed,1.14,2026-01-05 11:13:27
Analyze user metrics,Low,Work,10,0.5,0.93,Completed,1.86,2026-01-21 19:29:46
Deploy to staging,Medium,Work,12,3.26,3.61,Completed,1.11,2026-03-09 05:15:10
File expense reports,High,Personal,4,1.86,2.45,Completed,1.32,2025-12-28 18:26:45
Refactor authentication module,High,Work,7,0.68,0.67,Completed,0.99,2026-02-14 19:12:35
Study research paper,High,Study,4,0.85,1.05,Completed,1.24,2026-03-04 10:07:32
Conduct team standup,High,Work,3,2.7,2.41,Completed,0.89,2026-01-13 02:39:28
Practice coding problems,High,Study,5,1.17,1.04,Completed,0.89,2025-10-25 21:37:13
Write API documentation,High,Work,1,2.33,2.71,Completed,1.16,2026-01-12 00:04:04
Update CRM records,High,Work,7,0.5,0.67,Completed,1.34,2026-04-04 07:57:45
Analyze user metrics,Low,Work,15,2.14,2.95,Completed,1.38,2026-03-17 19:19:55
Review technical whitepaper,Medium,Study,11,0.65,0.78,Completed,1.2,2026-01-21 15:32:40
Set up CI pipeline,Medium,Work,6,0.5,0.51,Completed,1.02,2026-01-12 18:21:48
Practice coding problems,High,Study,2,2.76,2.83,Completed,1.03,2026-03-01 21:29:01
Review quarterly report,High,Work,1,0.82,0.89,Completed,1.09,2026-02-15 19:09:10
Analyze user metrics,High,Work,5,3.75,4.76,Completed,1.27,2025-12-25 17:16:25
Update personal budget,High,Personal,1,1.02,1.31,Completed,1.28,2025-10-19 17:49:26
Learn new framework,High,Study,7,10.68,10.4,Completed,0.97,2025-11-01 21:27:27
Conduct team standup,High,Work,5,0.5,0.65,Completed,1.3,2025-11-02 20:51:35
Analyze user metrics,High,Work,2,4.27,4.9,Completed,1.15,2026-03-15 08:22:14
Analyze user metrics,High,Work,3,0.5,0.54,Completed,1.08,2026-03-21 08:57:45
Prepare presentation slides,Medium,Study,5,0.59,0.62,Completed,1.05,2025-11-02 23:44:01
Read documentation,Medium,Study,14,0.66,0.78,Completed,1.18,2026-03-18 02:46:41
Debug production issue,Medium,Work,14,1.32,1.54,Completed,1.17,2026-01-22 03:40:21
Process invoices,Medium,Work,8,0.81,1.13,Completed,1.4,2026-02-22 08:57:21
Review pull request,Medium,Work,11,0.8,0.93,Completed,1.16,2025-11-14 11:54:14
Update CRM records,High,Work,7,2.44,3.25,Completed,1.33,2025-12-21 05:37:31
Write API documentation,High,Work,2,3.6,4.28,Completed,1.19,2025-12-31 12:41:38
Conduct team standup,Low,Work,20,1.88,2.67,Completed,1.42,2026-03-18 14:56:35
Review pull request,Low,Work,7,1.55,2.6,Completed,1.68,2025-12-17 01:51:17
Schedule team outing,Low,Personal,17,0.5,0.46,Completed,0.92,2026-03-18 16:15:54
Learn new framework,Low,Study,19,0.5,0.82,Completed,1.64,2026-01-12 10:09:21
Stretching routine,Medium,Health,3,4.58,6.45,Completed,1.41,2026-01-29 20:10:30
Write test cases,Medium,Work,6,0.5,0.7,Completed,1.4,2026-04-01 12:27:09
Update contact list,Medium,Personal,5,0.5,0.56,Completed,1.12,2026-01-23 13:45:08
Study research paper,Medium,Study,5,1.5,1.93,Completed,1.29,2026-03-21 01:56:09
Debug production issue,Medium,Work,14,1.32,1.39,Completed,1.05,2026-01-31 22:34:48
Refactor authentication module,Medium,Work,4,2.81,3.0,Completed,1.07,2025-12-11 20:59:05
Attend stakeholder meeting,Medium,Work,12,5.59,4.81,Completed,0.86,2026-04-15 12:16:48
Study research paper,High,Study,1,1.09,1.0,Completed,0.92,2026-03-18 22:55:42
Prepare client proposal,High,Work,7,0.5,0.51,Completed,1.02,2026-03-23 02:11:59
Study research paper,High,Study,6,3.04,3.94,Completed,1.3,2026-04-03 04:53:32
Update personal budget,Medium,Personal,5,15.15,18.31,Completed,1.21,2026-04-04 13:21:58
Draft email campaign,Low,Work,16,1.24,2.16,Completed,1.74,2026-03-15 18:55:56
Update CRM records,Low,Work,16,2.01,2.63,Completed,1.31,2026-04-03 10:19:37
